######################################################
####### Samson Mano's Varai2D Raw Data ###############
######################################################
[+] End Points, 76
0, 6.360248606913192E-05, 866.0253774766678
1, 1000.0000608494461, 866.0253774766678
2, 499.999997288599, 1732.0507549533356
3, 2000.000058096406, 866.0253774766678
4, 1499.9999945355587, 1732.0507549533356
5, 3000.0000553433656, 866.0253774766678
6, 2499.999991782519, 1732.0507549533356
7, 4000.00018246506, 866.0253774766678
8, 3499.9999890294785, 1732.0507549533356
9, 499.999997288599, -0
10, 1499.9999945355587, -0
11, 2499.999991782519, -0
12, 3499.9999890294785, -0
13, 1000.0000608494461, 2598.0761324300033
14, 2000.000058096406, 2598.0761324300033
15, 3000.0000553433656, 2598.0761324300033
16, 6.360248606913192E-05, 2598.0761324300033
17, 4000.00018246506, 2598.0761324300033
23, 1499.9999945355587, 3464.101380031937
24, 499.999997288599, 3464.101380031937
25, 2499.999991782519, 3464.101380031937
26, 3499.9999890294785, 3464.101380031937
18, 6.360248606913192E-05, -2598.0761324300033
19, 1000.0000608494461, -2598.0761324300033
20, 499.999997288599, -1732.0506250786016
21, 2000.000058096406, -2598.0761324300033
22, 1499.9999945355587, -1732.0506250786016
27, 3000.0000553433656, -2598.0761324300033
28, 2499.999991782519, -1732.0506250786016
29, 4000.00018246506, -2598.0761324300033
30, 3499.9999890294785, -1732.0506250786016
31, 499.999997288599, -3464.101380031937
32, 1499.9999945355587, -3464.101380031937
33, 2499.999991782519, -3464.101380031937
34, 3499.9999890294785, -3464.101380031937
35, 1000.0000608494461, -866.0252476019336
36, 2000.000058096406, -866.0252476019336
37, 3000.0000553433656, -866.0252476019336
38, 6.360248606913192E-05, -866.0252476019336
39, 4000.00018246506, -866.0252476019336
40, -4000.000120439516, 866.0253774766678
41, -2999.9999961086146, 866.0253774766678
42, -3500.0000582740654, 1732.0507549533356
43, -2000.000123033773, 866.0253774766678
44, -2499.9999339431633, 1732.0507549533356
45, -999.9999987028715, 866.0253774766678
46, -1500.0000608683222, 1732.0507549533356
47, -500.00018779348085, 1732.0507549533356
48, -3500.0000582740654, -0
49, -2499.9999339431633, -0
50, -1500.0000608683222, -0
51, -500.00018779348085, -0
52, -2999.9999961086146, 2598.0761324300033
53, -2000.000123033773, 2598.0761324300033
54, -999.9999987028715, 2598.0761324300033
55, -4000.000120439516, 2598.0761324300033
56, -2499.9999339431633, 3464.101380031937
57, -3500.0000582740654, 3464.101380031937
58, -1500.0000608683222, 3464.101380031937
59, -500.00018779348085, 3464.101380031937
60, -4000.000120439516, -2598.0761324300033
61, -2999.9999961086146, -2598.0761324300033
62, -3500.0000582740654, -1732.0506250786016
63, -2000.000123033773, -2598.0761324300033
64, -2499.9999339431633, -1732.0506250786016
65, -999.9999987028715, -2598.0761324300033
66, -1500.0000608683222, -1732.0506250786016
67, -500.00018779348085, -1732.0506250786016
68, -3500.0000582740654, -3464.101380031937
69, -2499.9999339431633, -3464.101380031937
70, -1500.0000608683222, -3464.101380031937
71, -500.00018779348085, -3464.101380031937
72, -2999.9999961086146, -866.0252476019336
73, -2000.000123033773, -866.0252476019336
74, -999.9999987028715, -866.0252476019336
75, -4000.000120439516, -866.0252476019336
[+] Lines, 160
0, 0, 1
1, 1, 2
2, 0, 2
3, 1, 3
4, 3, 4
5, 1, 4
6, 3, 5
7, 5, 6
8, 3, 6
9, 5, 7
10, 7, 8
11, 5, 8
15, 1, 9
16, 0, 9
17, 3, 10
18, 1, 10
19, 5, 11
20, 3, 11
21, 7, 12
22, 5, 12
26, 13, 14
27, 14, 15
28, 4, 13
29, 2, 13
30, 6, 14
31, 4, 14
32, 8, 15
33, 6, 15
34, 16, 13
35, 2, 16
36, 15, 17
37, 8, 17
50, 23, 13
51, 24, 13
52, 25, 14
53, 23, 14
54, 26, 15
55, 25, 15
56, 24, 16
57, 26, 17
12, 18, 19
13, 19, 20
14, 18, 20
23, 19, 21
24, 21, 22
25, 19, 22
38, 21, 27
39, 27, 28
40, 21, 28
41, 27, 29
42, 29, 30
43, 27, 30
44, 19, 31
45, 18, 31
46, 21, 32
47, 19, 32
48, 27, 33
49, 21, 33
58, 29, 34
59, 27, 34
60, 35, 36
61, 36, 37
62, 22, 35
63, 20, 35
64, 28, 36
65, 22, 36
66, 30, 37
67, 28, 37
68, 38, 35
69, 20, 38
70, 37, 39
71, 30, 39
72, 10, 35
73, 9, 35
74, 11, 36
75, 10, 36
76, 12, 37
77, 11, 37
78, 9, 38
79, 12, 39
80, 40, 41
81, 41, 42
82, 40, 42
83, 41, 43
84, 43, 44
85, 41, 44
86, 43, 45
87, 45, 46
88, 43, 46
89, 45, 0
90, 0, 47
91, 45, 47
92, 41, 48
93, 40, 48
94, 43, 49
95, 41, 49
96, 45, 50
97, 43, 50
98, 0, 51
99, 45, 51
100, 52, 53
101, 53, 54
102, 44, 52
103, 42, 52
104, 46, 53
105, 44, 53
106, 47, 54
107, 46, 54
108, 55, 52
109, 42, 55
110, 54, 16
111, 47, 16
112, 56, 52
113, 57, 52
114, 58, 53
115, 56, 53
116, 59, 54
117, 58, 54
118, 57, 55
119, 59, 16
120, 60, 61
121, 61, 62
122, 60, 62
123, 61, 63
124, 63, 64
125, 61, 64
126, 63, 65
127, 65, 66
128, 63, 66
129, 65, 18
130, 18, 67
131, 65, 67
132, 61, 68
133, 60, 68
134, 63, 69
135, 61, 69
136, 65, 70
137, 63, 70
138, 18, 71
139, 65, 71
140, 72, 73
141, 73, 74
142, 64, 72
143, 62, 72
144, 66, 73
145, 64, 73
146, 67, 74
147, 66, 74
148, 75, 72
149, 62, 75
150, 74, 38
151, 67, 38
152, 49, 72
153, 48, 72
154, 50, 73
155, 49, 73
156, 51, 74
157, 50, 74
158, 48, 75
159, 51, 38
######################################################
######################################################
